name,trave_points,stars,users,price,num_of_features,all_features,location
Andreyana Ubud Villa ,0,2,,Rp 500.000,2,"['Penyewaan sepeda', 'Sewa mobil']","Ubud, Gianyar"
Villa Lumbung Jatiluwih, 7.4 ,3,(7),Rp 500.000,2,"['Layanan pijat', 'Spa']","Penebel, Tabanan"
Villa Chempaka,0,3,,Rp 693.400,0,[],"Ubud, Gianyar"
Villa Pahlengkong,0,2,,Rp 500.000,3,"['Penyewaan sepeda', 'Layanan pijat', 'Antar-jemput bandara']","Menjangan, Buleleng"
Villa Mbok Limbok ,0,1,,Rp 500.000,2,"['Penitipan sepeda', 'Sewa mobil']","Legian, Kuta"
The Bagus, 8.2 ,3,(69),Rp 1.167.085,2,"['Sewa mobil', 'Dapur kecil']","Denpasar Barat, Denpasar"
Ombak B3 Villa by Betterplace,0,4,,Rp 2.235.438,0,[],"Cemagi, Canggu"
Ayu Hill Bungalow,0,3,,Rp 500.000,0,[],"Nusa Penida, Nusa Island"
The Kaba Kaba Private Luxury Villa,0,0,,Rp 4.950.400,3,"['Kursi berjemur', 'Dapur kecil', 'Kursi berjemur tepi kolam']","Tanah Lot, Tabanan"
Anginsepoi Villa,0,4,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Villa Aurelia ,0,0,,Rp 2.030.303,0,[],"Canggu, Kuta Utara"
Villa Ambergris Three bedrooms Private Pool by Nakula,0,4,,Rp 3.869.118,0,[],"Nusa Dua, Kuta Selatan"
Princess Keisha Hotel and Convention Center,0,3,,Rp 392.768,0,[],"Denpasar Barat, Denpasar"
Villa Grasshopper,0,4,,Rp 500.000,0,[],"Jimbaran, Kuta Selatan"
Ubud Wana Villa,0,3,,Rp 1.776.818,0,[],"Monkey Forest, Ubud"
Hillstone Uluwatu Villa, 7.2 ,4,(7),Rp 1.105.497,6,"['Layanan pijat', 'Bilyar', 'Bar di kolam renang', 'Aksesibel bagi penyandang disabilitas', 'Check-out ekspress', 'Bar']","Ungasan, Uluwatu"
Natura Resort & Spa, 8.8 ,4,(30),Rp 2.313.940,6,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara', 'Spa', 'Bar']","Ubud, Gianyar"
DD Ubud Jungle Villa, 8.6 ,3,(87),Rp 812.214,4,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara']","Tegallalang, Ubud"
OYO 90473 Gowin Hotel, 8.3 ,2,(1.227),Rp 230.185,1,['Check-out ekspress'],"Tuban, Kuta"
Hai Tide Beach Resort,0,3,,Rp 2.944.154,4,"['Bar pantai', 'Toko/pusat belanja', 'Bar di kolam renang', 'Bar']","Nusa Lembongan, Nusa Island"
Intan Lake View Kintamani,0,3,,Rp 500.000,0,[],"Kintamani, Bangli"
Mantra Villa Nusa Penida,0,4,,Rp 500.000,3,"['Kursi berjemur pantai', 'Handuk pantai', 'Payung pantai']","Nusa Penida, Nusa Island"
Villa Alesia Seseh,0,4,,Rp 500.000,1,['Teras rooftop'],"Cemagi, Canggu"
Puri Santrian Beach Resort & Spa,0,4,,Rp 3.116.587,0,[],"Sanur, Bali"
Jane Berawa Villa by Betterplace,0,2,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Outpost Ubud Penestanan,0,3,,Rp 500.000,0,[],"Sayan, Ubud"
Mahayoga Ubud Private Pool Villa And Spa,0,5,,Rp 500.000,0,[],"Ubud, Gianyar"
Jayakarta Residence Bali - Sandy Sunset Suite 1BR,0,4,,Rp 500.000,0,[],"Legian, Kuta"
Aluna Villa by Kozystay,0,3,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Gopala Luxury Villa,0,5,,Rp 500.000,0,[],"Abiansemal, Badung"
Puri Saron Baruna Beach,0,4,,Rp 831.811,4,"['Penitipan anak', 'Kursi berjemur tepi kolam', 'Spa', 'Bar']","Lovina, Buleleng"
Le Méridien Bali Jimbaran,0,5,,Rp 500.000,0,[],"Jimbaran, Kuta Selatan"
CHARTCHAI HOTEL (MONITOR SITE) II,0,4,,Rp 500.000,1,['Spa'],"Tegallalang, Ubud"
The Rishi Candidasa Beach Hotel, 7.1 ,3,(7),Rp 438.164,6,"['Klub malam', 'Toko/pusat belanja', 'Teras rooftop', 'Bar di kolam renang', 'Area piknik', 'Bar']","Candidasa, Karangasem"
Hillstone Villas Resort Bali, 7.7 ,4,(19),Rp 4.721.965,6,"['Layanan pijat', 'Pusat kebugaran', 'Bilyar', 'Bar di kolam renang', 'Check-out ekspress', 'Bar']","Ungasan, Uluwatu"
Mahala Hasa Villa, 8.6 ,4,(72),Rp 3.870.000,5,"['Sewa mobil', 'Layanan pijat', 'Dapur kecil', 'Spa', 'Bar']","Seminyak, Kuta"
Villa Semana,0,4,,Rp 2.153.804,4,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Spa']","Sayan, Ubud"
Villa Kupu-Kupu,0,5,,Rp 3.131.132,3,"['Payung pantai', 'Kursi berjemur tepi kolam', 'Spa']","Payangan, Ubud"
Villa Kumuda By Nakula,0,5,,Rp 4.492.875,0,[],"Canggu, Kuta Utara"
Green Flow Villa 13 - 3 Bedrooms,0,4,,Rp 500.000,1,['Kursi berjemur tepi kolam'],"Sayan, Ubud"
Villa Rheia Pererenan,0,4,,Rp 1.920.502,0,[],"Canggu, Kuta Utara"
Nila Residence Complex,0,4,,Rp 500.000,0,[],"Canggu, Kuta Utara"
The Kirana Hotel - Canggu,0,0,,Rp 1.117.410,0,[],"Canggu, Kuta Utara"
The Cali Villas Canggu,0,4,,Rp 4.151.249,0,[],"Canggu, Kuta Utara"
Samkhya Villa Ubud,0,4,,Rp 500.000,0,[],"Kedewatan, Ubud"
The Dewi Premier,0,3,,Rp 500.000,0,[],"Nusa Penida, Nusa Island"
Jepun Bali Hotel, 8.6 ,3,(40),Rp 381.923,2,"['Kursi berjemur', 'Layanan pijat']","Kuta, Badung"
Bali Senia Villas, 7.4 ,3,(12),Rp 899.208,0,[],"Sanur, Bali"
Villa Rumah 23,0,4,,Rp 6.100.000,3,"['Sewa mobil', 'Dapur kecil', 'Antar-jemput bandara']","Seminyak, Kuta"
Villa Rumah Pantai,0,3,,Rp 1.881.000,6,"['Selancar', 'Windsurf', 'Pemancingan', 'Bersepeda atau bersepeda gunung', 'Lapangan golf', 'Dapur kecil']","Balian, Selemadeg"
Kubu GDK Pertiwi , 7 ,0,(5),Rp 179.572,0,[],"Legian, Kuta"
The Somayan Bungalows, 9 ,2,(24),Rp 270.250,3,"['Aktivitas outdoor', 'Sewa mobil', 'Layanan pijat']","Nusa Penida, Nusa Island"
Villa Gili Ikona,0,4,,Rp 500.000,6,"['Dekat pantai privat', 'Kursi berjemur pantai', 'Handuk pantai', 'Layanan pijat', 'Antar-jemput bandara', 'Spa']","Seminyak, Kuta"
Bagusrama Villa,0,2,,Rp 867.555,1,['Dapur kecil'],"Ungasan, Uluwatu"
Yasa Asri Villa, 8 ,2,(14),Rp 277.200,4,"['Pengering pakaian', 'Penyewaan sepeda', 'Pusat kebugaran', 'Teras rooftop']","Blahbatuh, Sukawati"
Pearl Villas Uluwatu,0,1,,Rp 2.598.999,5,"['Dapur kecil', 'Antar-jemput bandara', 'Jacuzzi', 'Kursi berjemur tepi kolam', 'Area piknik']","Ungasan, Uluwatu"
Kayumera Villa Seminyak - Bali,0,3,,Rp 500.000,1,['Spa'],"Seminyak, Kuta"
Authentic Sentana Ubud,0,0,,Rp 1.424.577,6,"['Pengering pakaian', 'Penyewaan sepeda', 'Sewa mobil', 'Handuk pantai', 'Antar-jemput bandara', 'Check-out ekspress']","Sayan, Ubud"
C'est La Vie Villa Bali,0,0,,Rp 3.420.000,4,"['Layanan pijat', 'Dapur kecil', 'Aksesibel bagi penyandang disabilitas', 'Kursi berjemur tepi kolam']","Seminyak, Kuta"
Berawa Bali Beach Villas Managed by The Kunci,0,4,,Rp 500.000,5,"['Layanan pijat', 'Pusat kebugaran', 'Check-out ekspress', 'Area piknik', 'Spa']","Canggu, Kuta Utara"
Puri Bebengan,0,3,,Rp 500.000,0,[],"Ubud, Gianyar"
Indraprastha 2 Bungalow,0,3,,Rp 249.105,0,[],"Monkey Forest, Ubud"
Asri House Home Stay Kuta,0,0,,Rp 500.000,0,[],"Kuta, Badung"
Yogi Beach Bungalow Restaurant Lembongan,0,3,,Rp 500.000,0,[],"Nusa Lembongan, Nusa Island"
Villa Desa Roro Estate,0,4,,Rp 500.000,1,['Spa'],"Canggu, Kuta Utara"
Villa Seratus , 8.7 ,5,(12),Rp 1.541.205,6,"['Penitipan sepeda', 'Jacuzzi', 'Penitipan anak', 'Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara']","Jimbaran, Kuta Selatan"
OMEKAI Cemagi by Nakula,0,3,,Rp 8.688.814,0,[],"Cemagi, Canggu"
Eden Villas Ubud,0,3,,Rp 500.000,0,[],"Ubud, Gianyar"
Nitya Homestay Lembongan,0,3,,Rp 500.000,0,[],"Nusa Lembongan, Nusa Island"
Potato Head Suites & Studios,0,5,,Rp 500.000,6,"['Tenda di tepi kolam', 'Kursi berjemur pantai', 'Perpustakaan', 'Area piknik', 'Spa', 'Bar']","Seminyak, Kuta"
Surya Kembar Luxury Villas,0,4,,Rp 500.000,0,[],"Ubud, Gianyar"
hotel de danau lake view,0,3,,Rp 1.058.696,0,[],"Bedugul, Tabanan"
Kirana Homestay - Dusk Bungalow,0,3,,Rp 497.193,0,[],"Amed, Karangasem"
Bali Niksoma Boutique Beach Resort,0,5,,Rp 500.000,0,[],"Legian, Kuta"
Adi Bisma Inn,0,2,,Rp 500.000,0,[],"Ubud, Gianyar"
Blue Lagoon Avia Villa,0,4,,Rp 500.000,0,[],"Nusa Ceningan, Nusa Island"
The Kubu Hotel,0,2,,Rp 500.000,0,[],"Poppies, Kuta"
KajaNe Mua at Ubud Bali,0,5,,Rp 500.000,0,[],"Monkey Forest, Ubud"
Puri Sebali Resort Ubud,0,5,,Rp 4.096.702,0,[],"Payangan, Ubud"
Suraya Ubud Villa,0,3,,Rp 500.000,0,[],"Ubud, Gianyar"
Kubu Bali Suites Seminyak,0,3,,Rp 500.000,0,[],"Kerobokan, Kuta Utara"
Oasis Smart Villa 3,0,4,,Rp 500.000,0,[],"Canggu, Kuta Utara"
FRii Bali Echo Beach,0,3,,Rp 500.000,0,[],"Kuta, Badung"
Svarga Bebek Villas, 8.8 ,5,(49),Rp 3.048.775,6,"['Transportasi ke pusat perbelanjaan', 'Paket proposal romantis', 'Bar di kolam renang', 'Payung pantai', 'Spa', 'Bar']","Ubud, Gianyar"
Bali Swiss Villa, 7.9 ,4,(307),Rp 2.405.341,4,"['Sewa mobil', 'Dapur kecil', 'Check-out ekspress', 'Spa']","Seminyak, Kuta"
The Purist Villas & Spa Ubud,0,4,,Rp 2.646.817,6,"['Aktivitas outdoor', 'Layanan pijat', 'Pusat kebugaran', 'Bar di kolam renang', 'Kursi berjemur tepi kolam', 'Bar']","Ubud, Gianyar"
Villa Seriska Jimbaran		,0,5,,Rp 10.295.565,5,"['Penitipan sepeda', 'Penitipan anak', 'Layanan pijat', 'Dapur kecil', 'Spa']","Jimbaran, Kuta Selatan"
Villa Delice,0,4,,Rp 2.287.979,6,"['Kursi berjemur', 'Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Dapur kecil', 'Kursi berjemur tepi kolam']","Seminyak, Kuta"
Villa Kubuku Dalung,0,3,,Rp 500.000,2,"['Dapur kecil', 'Check-out ekspress']","Canggu, Kuta Utara"
"Villa Mawar, Seminyak",0,4,,Rp 500.000,2,"['Area main anak', 'Layanan pijat']","Seminyak, Kuta"
Villa Aquila,0,5,,Rp 500.000,3,"['Penyewaan sepeda', 'Sewa mobil', 'Antar-jemput bandara']","Seminyak, Kuta"
Betutu Bali Villas, 8.6 ,1,(7),Rp 450.001,3,"['Penyewaan sepeda', 'Sewa mobil', 'Antar-jemput bandara']","Ubud, Gianyar"
Villa Rainbow Runner,0,0,,Rp 3.727.245,2,"['Sewa mobil', 'Check-out ekspress']","Canggu, Kuta Utara"
Villa Santi Seminyak,0,0,,Rp 3.611.522,0,[],"Seminyak, Kuta"
Villa Soma Jimbaran,0,0,,Rp 500.000,6,"['Sewa mobil', 'Layanan pijat', 'Perpustakaan', 'Kursi berjemur tepi kolam', 'Check-out ekspress', 'Spa']","Jimbaran, Kuta Selatan"
OYO 2702 Arimanu Residence, 8 ,2,(14),Rp 179.343,0,[],"Kuta, Badung"
Villa Dewi Sri II,0,3,,Rp 500.000,6,"['Golf mini', 'Restoran show cooking', 'Sewa mobil', 'Layanan pijat', 'Hewan kecil diizinkan', 'Check-out ekspress']","Legian, Kuta"
Darra Ria Villa Ubud,0,3,,Rp 760.477,6,"['Sewa mobil', 'Layanan pijat', 'Bar di kolam renang', 'Kursi berjemur tepi kolam', 'Check-out ekspress', 'Bar']","Ubud, Gianyar"
Villa Jam,0,4,,Rp 500.000,1,['Dapur kecil'],"Seminyak, Kuta"
Pondok Tepi Sungai, 8.3 ,0,(24),Rp 318.388,4,"['Aktivitas outdoor', 'Pengering pakaian', 'Layanan pijat', 'Antar-jemput bandara']","Sidemen, Karangasem"
Wisma Purnama Denpasar, 7.7 ,0,(16),Rp 218.428,0,[],"Denpasar Barat, Denpasar"
Oasis Canggu Bali,0,3,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Bumi Muwa Ubud, 9.1 ,3,(60),Rp 800.110,2,"['Penitipan anak', 'Penyewaan sepeda']","Monkey Forest, Ubud"
Villa A-Mar,0,5,,Rp 2.841.039,3,"['Dapur kecil', 'Antar-jemput bandara', 'Check-out ekspress']","Canggu, Kuta Utara"
Yudistira by Sabda,0,3,,Rp 1.167.159,0,[],"Seminyak, Kuta"
Villa Tanah Lot Bali Sunrise,0,2,,Rp 500.000,3,"['Kursi berjemur', 'Hewan kecil diizinkan', 'Kursi berjemur tepi kolam']","Tanah Lot, Tabanan"
House of Elora,0,4,,Rp 500.000,6,"['Perahu bermotor', 'Banana boat', 'Ski air', 'Jet ski', 'Lapangan golf', 'Aksesibel bagi penyandang disabilitas']","Nusa Dua Beach, Nusa Dua"
La Isla Villas Bali,0,0,,Rp 3.748.485,2,"['Layanan pijat', 'Spa']","Canggu, Kuta Utara"
Villa Arria,0,4,,Rp 3.653.571,0,[],"Seminyak, Kuta"
Dasa Villa,0,3,,Rp 500.000,3,"['Sewa mobil', 'Dapur kecil', 'Area piknik']","Seminyak, Kuta"
The One Astana Villa,0,3,,Rp 500.000,6,"['Perahu bermotor', 'Banana boat', 'Ski air', 'Jet ski', 'Menyelam', 'Check-out ekspress']","Sanur, Bali"
Kencana Ubud Cottage, 9.1 ,2,(37),Rp 360.101,0,[],"Ubud, Gianyar"
Penida Dream Homestay, 8.8 ,2,(7),Rp 201.904,0,[],"Nusa Penida, Nusa Island"
Villa Puri Burung Bali,0,4,,Rp 4.827.631,3,"['Pemancingan', 'Handuk pantai', 'Check-out ekspress']","Canggu, Kuta Utara"
Yuliana Homestay, 8.7 ,2,(5),Rp 350.000,6,"['Perahu bermotor', 'Selancar', 'Jet ski', 'Menyelam', 'Pool atau Snooker', 'Dapur kecil']","Sanur, Bali"
Dewa House Bisma,0,0,,Rp 405.000,3,"['Layanan pijat', 'Antar-jemput bandara', 'Spa']","Ubud, Gianyar"
Puri Agung Inn,0,0,,Rp 285.000,1,['Antar-jemput bandara'],"Selat, Sidemen"
Mella House Uluwatu,0,0,,Rp 1.749.887,1,['Dapur kecil'],"Ungasan, Uluwatu"
OYO 3190 Pondok Putra Bersaudara, 6.8 ,0,(6),Rp 169.564,1,['Check-out ekspress'],"Denpasar Selatan, Denpasar"
The Chand's Boutique Villa Batu Belig, 7.8 ,5,(26),Rp 18.349.046,6,"['Penitipan sepeda', 'Penyewaan sepeda', 'Bar pantai', 'Sewa mobil', 'Handuk pantai', 'Dapur kecil']","Seminyak, Kuta"
OYO 3950 The Ratna Hotel, 8.6 ,1,(41),Rp 131.935,4,"['Penitipan sepeda', 'Penyewaan sepeda', 'Sewa mobil', 'Pusat kebugaran']","Kuta, Badung"
La Kubu Villas, 8.5 ,2,(8),Rp 374.365,6,"['Restoran show cooking', 'Bersepeda atau bersepeda gunung', 'Menyelam', 'Pool atau Snooker', 'Layanan pijat', 'Area piknik']","Tejakula, Buleleng"
Villa Tentram Puri Gading,0,3,,Rp 284.491,6,"['Pool atau Snooker', 'Pengering pakaian', 'Teras rooftop', 'Fasilitas bisnis', 'Aksesibel bagi penyandang disabilitas', 'Check-out ekspress']","Jimbaran, Kuta Selatan"
Zolina Villa,0,4,,Rp 3.849.285,6,"['Tenda di tepi kolam', 'Transportasi ke pantai', 'Kursi berjemur', 'Sewa mobil', 'Antar-jemput bandara', 'Kursi berjemur tepi kolam']","Kerobokan, Kuta Utara"
Kishi Kishi Suite Ubud,0,1,,Rp 951.353,0,[],"Ubud, Gianyar"
Villa Timbangan,0,4,,Rp 500.000,0,[],"Jimbaran, Kuta Selatan"
Villa Bayu by GORO,0,3,,Rp 500.000,2,"['Check-out ekspress', 'Spa']","Seminyak, Kuta"
Ubad Retreat,0,3,,Rp 1.105.102,0,[],"Ubud, Gianyar"
Ayu Lili Garden Hotel Kuta,0,3,,Rp 500.000,0,[],"Legian, Kuta"
"Umana Bali, LXR Hotels & Resorts",0,5,,Rp 500.000,0,[],"Ungasan, Uluwatu"
Griya Sadhana Dewi Sri,0,0,,Rp 395.740,1,['Antar-jemput bandara'],"Legian, Kuta"
Pacung Indah Hotel,0,2,,Rp 500.000,0,[],"Baturiti, Tabanan"
Umaya Villa,0,3,,Rp 500.000,0,[],"Monkey Forest, Ubud"
Ganga Hotel and Apartment,0,3,,Rp 500.000,0,[],"Denpasar Barat, Denpasar"
The Purist Villas & Spa,0,4,,Rp 2.521.733,0,[],"Ubud, Gianyar"
Puri Dajuma Cottages Beach Eco-Resort & Spa,0,3,,Rp 2.570.740,0,[],"Pekutatan, Jembrana"
The Rooms Apartment Managed by ARM Hospitality,0,3,,Rp 500.000,0,[],"Denpasar Barat, Denpasar"
Cepik Villa,0,3,,Rp 500.000,0,[],"Sidemen, Karangasem"
Ajanta Villa,0,4,,Rp 2.864.119,6,"['Bar', 'Jacuzzi', 'Layanan pijat', 'Dapur kecil', 'Spa', 'Bar']","Sanur, Bali"
Indiana Kenanga Villa,0,4,,Rp 3.584.967,6,"['Banana boat', 'Winery', 'Bar pantai', 'Dapur kecil', 'Bar di kolam renang', 'Bar']","Nusa Lembongan, Nusa Island"
The Amasya Villas, 8.3 ,4,(6),Rp 2.214.482,3,"['Sewa mobil', 'Antar-jemput bandara', 'Bar']","Seminyak, Kuta"
Villa Ruku-Ruku,0,4,,Rp 500.000,0,[],"Kerobokan, Kuta Utara"
Villa Karishma,0,0,,Rp 500.000,1,['Dapur kecil'],"Umalas, Kuta Utara"
Murni's Villa Kelor,0,3,,Rp 500.000,1,['Bar'],"Ubud, Gianyar"
Villa Liang by Nagisa Bali,0,4,,Rp 3.473.322,6,"['Perahu bermotor', 'Banana boat', 'Ski air', 'Jet ski', 'Lapangan golf', 'Tennis']","Seminyak, Kuta"
Ashanti Villa Ubud,0,3,,Rp 1.339.370,1,['Spa'],"Ubud, Gianyar"
Villa Kainara Seminyak,0,3,,Rp 500.000,0,[],"Seminyak, Kuta"
Goma Villa,0,0,,Rp 7.697.793,0,[],"Canggu, Kuta Utara"
The Lavana Villaku Nusa Dua,0,0,,Rp 10.000.000,0,[],"Nusa Dua, Kuta Selatan"
"Exceptional 9BR Incredible Jungle View, River Access",0,4,,Rp 23.036.993,0,[],"Kemenuh, Ubud"
Casa Maleh 2Br Lively Villa in Kayuaya Seminyak,0,4,,Rp 500.000,0,[],"Seminyak, Kuta"
Mangrove Villa,0,2,,Rp 5.455.803,0,[],"Denpasar Selatan, Denpasar"
The Lavana De Mello's Villa Seminyak (1 Bedroom Villa with Private Pool),0,0,,Rp 1.545.652,0,[],"Umalas, Kuta Utara"
OYO 92752 882 Guest House,0,0,,Rp 462.864,1,['Check-out ekspress'],"Seminyak, Kuta"
Little Zen,0,0,,Rp 1.525.761,1,['Dapur kecil'],"Jimbaran, Kuta Selatan"
Villa Lalita in Pecatu,0,2,,Rp 500.000,0,[],"Pecatu, Uluwatu"
Villa Uma Santai by Nakula,0,4,,Rp 18.386.964,0,[],"Canggu, Kuta Utara"
Villa Mandala,0,3,,Rp 500.000,0,[],"Amed, Karangasem"
Villa Tatiapi Ubud,0,4,,Rp 2.899.999,0,[],"Tampaksiring, Ubud"
Chands Satu,0,2,,Rp 500.000,0,[],"Seminyak, Kuta"
Brand New 2BR Boho Villa w/ Private Pool in Ubud,0,0,,Rp 500.000,0,[],"Sayan, Ubud"
Soleil Suites Petitenget By the jero,0,2,,Rp 500.000,0,[],"Seminyak, Kuta"
Villa Nusantara 5 by Alfred in Bali,0,4,,Rp 500.000,2,"['Payung pantai', 'Kursi berjemur tepi kolam']","Canggu, Kuta Utara"
Bintang Bungalow,0,3,,Rp 500.000,0,[],"Nusa Penida, Nusa Island"
Villa Alessandra Seminyak - 5 Bedroom Pool Villa,0,4,,Rp 500.000,0,[],"Seminyak, Kuta"
Private Room #1 - Joglo Designer 1BR @Canggu,0,0,,Rp 500.000,0,[],"Canggu, Kuta Utara"
The Mansion Resort Hotel & Spa - CHSE Certified,0,4,,Rp 1.375.156,0,[],"Sayan, Ubud"
The New Villa Suar,0,5,,Rp 500.000,5,"['Penitipan anak', 'Karaoke', 'Antar-jemput bandara', 'Jacuzzi', 'Check-out ekspress']","Seminyak, Kuta"
Beefy Dragon Villa by Hombali,0,4,,Rp 2.618.452,0,[],"Cepaka, Tanah Lot"
Villa Eliza Canggu,0,0,,Rp 5.852.581,6,"['Kursi berjemur', 'Layanan pijat', 'Dapur kecil', 'Kursi berjemur tepi kolam', 'Check-out ekspress', 'Spa']","Canggu, Kuta Utara"
Balangan Beach Villa Idaman Bungalows,0,3,,Rp 2.590.502,2,"['Payung pantai', 'Kursi berjemur tepi kolam']","Jimbaran, Kuta Selatan"
La Jungle Villa,0,0,,Rp 500.000,1,['Antar-jemput bandara'],"Tegallalang, Ubud"
La Roja Bungalows,0,3,,Rp 500.000,1,['Check-out ekspress'],"Nusa Penida, Nusa Island"
Ini Vie Villa,0,4,,Rp 3.493.134,0,[],"Kerobokan, Kuta Utara"
Villa JJ and Spa Ubud,0,3,,Rp 615.391,4,"['Penitipan anak', 'Jacuzzi', 'Area piknik', 'Bar']","Ubud, Gianyar"
"Villa Nora, by Five Elements",0,3,,Rp 500.000,2,"['Klub malam', 'Perpustakaan']","Canggu, Kuta Utara"
Villa Avocagolf by Nakula,0,4,,Rp 7.581.052,2,"['Dapur kecil', 'Teras rooftop']","Pecatu, Uluwatu"
Juminten Villa,0,0,,Rp 1.576.600,2,"['Dapur kecil', 'Check-out ekspress']","Sukawati, Gianyar"
Inara Villa,0,4,,Rp 2.336.657,1,['Check-out ekspress'],"Nusa Dua, Kuta Selatan"
Villa Levante - Canggu,0,0,,Rp 2.314.935,0,[],"Canggu, Kuta Utara"
Sudha Villa Bali B,0,0,,Rp 2.322.443,0,[],"Seminyak, Kuta"
New Modern Industrial Apartment-Umalas,0,3,,Rp 1.001.562,3,"['Kursi berjemur tepi kolam', 'Check-out ekspress', 'Spa']","Umalas, Kuta Utara"
Enchanting Apartment in the heart of Berawa,0,0,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Adrina's Villa Nusa Dua by Moria,0,0,,Rp 1.315.946,6,"['Penitipan sepeda', 'Sewa mobil', 'Layanan pijat', 'Dapur kecil', 'Teras rooftop', 'Kursi berjemur tepi kolam']","Nusa Dua, Kuta Selatan"
Roshan Ubud Villa,0,4,,Rp 1.893.847,0,[],"Kedewatan, Ubud"
"Bali Palms, Tabanan",0,2,,Rp 500.000,4,"['Bilyar', 'Ruangan game', 'Antar-jemput bandara', 'Bar']","Selemadeg, Tabanan"
Villa Onetti,0,4,,Rp 500.000,2,"['Penitipan anak', 'Spa']","Canggu, Kuta Utara"
Kula Villa by Betterplace,0,4,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Kalino Villa by Hombali,0,4,,Rp 1.898.817,0,[],"Canggu, Kuta Utara"
Le Jardin Boutique Villa,0,5,,Rp 3.975.848,6,"['Bersepeda atau bersepeda gunung', 'Layanan pijat', 'Dapur kecil', 'Pusat kebugaran', 'Teras rooftop', 'Spa']","Seminyak, Kuta"
Sudha Villa Bali A,0,0,,Rp 5.199.500,6,"['Pengering pakaian', 'Penitipan anak', 'Layanan pijat', 'Dapur kecil', 'Kursi berjemur tepi kolam', 'Check-out ekspress']","Seminyak, Kuta"
Bagas Bagus Guesthouse,0,3,,Rp 705.891,0,[],"Canggu, Kuta Utara"
"Villa Lara, By Five Elements",0,3,,Rp 5.151.972,2,"['Penitipan anak', 'Bar']","Canggu, Kuta Utara"
Retreat Villa Toraja Baturinggit,0,3,,Rp 500.000,1,['Area piknik'],"Tulamben, Karangasem"
Ella Villa by Hombali,0,0,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Villa Rafaela 2BR Nusa Dua,0,0,,Rp 79.358.246,0,[],"Nusa Dua, Kuta Selatan"
WITA Homestay Berawa Canggu RedPartner,0,2,,Rp 436.251,0,[],"Canggu, Kuta Utara"
Villa Palm Jari 1 by Alfred in Bali,0,4,,Rp 2.226.122,0,[],"Canggu, Kuta Utara"
The Studios Ubud,0,3,,Rp 2.741.760,0,[],"Ubud, Gianyar"
Villa Lou Tirta Empul by BaliSuperHost,0,1,,Rp 500.000,0,[],"Tegallalang, Ubud"
Anaya Hotel Canggu,0,4,,Rp 850.661,1,['Bar'],"Canggu, Kuta Utara"
Maxy Canggu Guesthouse,0,0,,Rp 500.000,6,"['Kursi berjemur pantai', 'Pusat kebugaran', 'Fasilitas bisnis', 'Antar-jemput bandara', 'Payung pantai', 'Area piknik']","Canggu, Kuta Utara"
Villa for Rent in Bali 2002,0,4,,Rp 500.000,4,"['Kolam renang infinity', 'Kursi berjemur pantai', 'Bar di kolam renang', 'Jacuzzi']","Candidasa, Karangasem"
Arman Villas,0,3,,Rp 2.770.647,0,[],"Seminyak, Kuta"
Seminyak Garden,0,3,,Rp 500.000,2,"['Penyewaan sepeda', 'Bilyar']","Kerobokan, Kuta Utara"
Amed Kunara Guest House,0,3,,Rp 500.000,1,['Jacuzzi'],"Amed, Karangasem"
Villa Puri Burung Bali,0,4,,Rp 4.827.631,3,"['Pemancingan', 'Handuk pantai', 'Check-out ekspress']","Canggu, Kuta Utara"
Wisma Purnama Denpasar, 7.7 ,0,(16),Rp 218.428,0,[],"Denpasar Barat, Denpasar"
Oasis Canggu Bali,0,3,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Villa Omah Padi,0,4,,Rp 500.000,6,"['Kursi berjemur', 'Penyewaan sepeda', 'Layanan pijat', 'Dapur kecil', 'Antar-jemput bandara', 'Spa']","Ubud, Gianyar"
Dewa House Bisma,0,0,,Rp 405.000,3,"['Layanan pijat', 'Antar-jemput bandara', 'Spa']","Ubud, Gianyar"
Yuliana Homestay, 8.7 ,2,(5),Rp 350.000,6,"['Perahu bermotor', 'Selancar', 'Jet ski', 'Menyelam', 'Pool atau Snooker', 'Dapur kecil']","Sanur, Bali"
Puri Agung Inn,0,0,,Rp 285.000,1,['Antar-jemput bandara'],"Selat, Sidemen"
Pulau Boutique Villas Bali,0,4,,Rp 3.254.062,6,"['Aktivitas outdoor', 'Layanan pijat', 'Dapur kecil', 'Perpustakaan', 'Kursi berjemur tepi kolam', 'Check-out ekspress']","Umalas, Kuta Utara"
"Villa Mawar, Seminyak",0,4,,Rp 500.000,2,"['Area main anak', 'Layanan pijat']","Seminyak, Kuta"
