name,trave_points,stars,users,price,num_of_features,all_features,location
Casa Kayu Aya , 8.3 ,3,(189),Rp 419.346,4,"['Penyewaan sepeda', 'Sewa mobil', 'Handuk pantai', 'Antar-jemput bandara']","Seminyak, Kuta"
Villa Ombak Putih ,0,4,,Rp 500.000,2,"['Sewa mobil', 'Antar-jemput bandara']","Cemagi, Canggu"
Villa Kamya,0,0,,Rp 500.000,1,['Hewan peliharaan diizinkan'],"Saba, Keramas"
Tarzan Marriott on Penida,0,3,,Rp 539.753,4,"['Snorkeling', 'Menyelam', 'Penyewaan sepeda', 'Bar']","Nusa Penida, Nusa Island"
OYO 915 Villa Sari, 8.2 ,2,(68),Rp 160.644,1,['Check-out ekspress'],"Pekutatan, Jembrana"
Diamond Villa Jimbaran,0,0,,Rp 500.000,1,['Sewa mobil'],"Jimbaran, Kuta Selatan"
Villa Del Boca,0,5,,Rp 500.000,5,"['Area main anak', 'Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Ruangan game']","Canggu, Kuta Utara"
Lily Lane Villas, 8.6 ,4,(5),Rp 989.162,6,"['Kursi berjemur', 'Layanan pijat', 'Dapur kecil', 'Antar-jemput bandara', 'Check-out ekspress', 'Spa']","Ubud, Gianyar"
Bliss Ubud Spa Resort, 9 ,4,(46),Rp 1.345.220,4,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Spa']","Kedewatan, Ubud"
Puri Ayu ,0,3,,Rp 285.000,5,"['Penitipan sepeda', 'Penitipan anak', 'Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara']","Canggu, Kuta Utara"
Villa Kouru by Exotiq Villa Holidays,0,5,,Rp 10.733.632,3,"['Sewa mobil', 'Dapur kecil', 'Antar-jemput bandara']","Canggu, Kuta Utara"
Puri Kelapa Guest House, 8.8 ,0,(9),Rp 291.836,0,[],"Pecatu, Uluwatu"
Villa Papat,0,0,,Rp 2.910.336,0,[],"Umalas, Kuta Utara"
Villa Smilla,0,4,,Rp 6.304.438,0,[],"Seminyak, Kuta"
Akasia Hill Villas,0,4,,Rp 4.118.142,0,[],"Kutuh, Uluwatu"
Lyma Loft,0,4,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Villa Nedine,0,0,,Rp 11.928.768,0,[],"Canggu, Kuta Utara"
Olinda Villa,0,4,,Rp 1.760.055,1,['Kursi berjemur tepi kolam'],"Sayan, Ubud"
Villa Amira Legian,0,3,,Rp 6.599.713,1,['Kursi berjemur tepi kolam'],"Legian, Kuta"
Segara Seaside Resort,0,3,,Rp 500.000,1,['Spa'],"Nusa Ceningan, Nusa Island"
Villa Casa del Sol,0,4,,Rp 500.000,2,"['Penitipan anak', 'Spa']","Canggu, Kuta Utara"
Lalasa Villas Canggu,0,5,,Rp 2.912.240,0,[],"Canggu, Kuta Utara"
Ocean View Tulamben Dive And Resort,0,3,,Rp 500.000,0,[],"Tulamben, Karangasem"
Il Riparo,0,2,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Casa de Tristo,0,2,,Rp 500.000,1,['Handuk pantai'],"Cemagi, Canggu"
Sola Villa Ubud - 2 Bedrooms,0,4,,Rp 500.000,0,[],"Blahbatuh, Sukawati"
Villa Sonia Bisma,0,3,,Rp 500.000,6,"['Penitipan anak', 'Penyewaan sepeda', 'Sewa mobil', 'Antar-jemput bandara', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Monkey Forest, Ubud"
The Royal Purnama - Adults Only,0,5,,Rp 4.931.630,0,[],"Gianyar Kota, Gianyar"
MAUA Nusa Penida Bali,0,5,,Rp 500.000,0,[],"Nusa Penida, Nusa Island"
Villa Manggala,0,4,,Rp 3.168.454,1,['Kursi berjemur tepi kolam'],"Canggu, Kuta Utara"
Aldeoz Nusa Dua Private Villa Bali,0,4,,Rp 3.966.697,0,[],"Nusa Dua, Kuta Selatan"
Dewari Villas,0,3,,Rp 2.177.536,0,[],"Ubud, Gianyar"
Villa Sophie by Nakula,0,3,,Rp 4.096.877,0,[],"Ungasan, Uluwatu"
Pondok Sebali Private Villa,0,4,,Rp 2.506.667,0,[],"Payangan, Ubud"
The Palm Grove Villas Lembongan,0,3,,Rp 500.000,0,[],"Nusa Lembongan, Nusa Island"
Tejaprana Resort & Spa,0,4,,Rp 4.152.875,0,[],"Tegallalang, Ubud"
Karang Island Villa,0,4,,Rp 500.000,2,"['Kursi berjemur pantai', 'Handuk pantai']","Nusa Lembongan, Nusa Island"
Weda Villas,0,4,,Rp 885.913,0,[],"Ubud, Gianyar"
The Joglo at Umah Sunset,0,4,,Rp 4.879.039,0,[],"Kedewatan, Ubud"
"Newly Built ""villa Na Bali""",0,2,,Rp 500.000,0,[],"Seminyak, Kuta"
Plumeria NP,0,3,,Rp 500.000,0,[],"Nusa Penida, Nusa Island"
Tribeca Residence,0,2,,Rp 5.882.789,0,[],"Canggu, Kuta Utara"
Pondok Dete Guesthouse,0,2,,Rp 252.544,1,['Check-out ekspress'],"Sanur, Bali"
Sol by Meliá Benoa Bali - All Inclusive,0,5,,Rp 2.508.836,0,[],"Tanjung Benoa, Nusa Dua"
Jay's Villas,0,4,,Rp 977.059,2,"['Teras rooftop', 'Check-out ekspress']","Umalas, Kuta Utara"
Roberto Suites Ubud View by EPS,0,3,,Rp 500.000,0,[],"Ubud, Gianyar"
Juli House,0,0,,Rp 500.000,2,"['Antar-jemput bandara', 'Aksesibel bagi penyandang disabilitas']","Ubud, Gianyar"
Savva Villa Ubud,0,3,,Rp 500.000,1,['Check-out ekspress'],"Ubud, Gianyar"
Kelingking Tatakan Bungalow,0,4,,Rp 500.000,0,[],"Nusa Penida, Nusa Island"
Greenforest Anahata 4 Star Hotel,0,3,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Baliwood Bingin,0,3,,Rp 1.800.000,1,['Spa'],"Pecatu, Uluwatu"
Dega Gardens,0,1,,Rp 500.000,0,[],"Canggu, Kuta Utara"
A Casa Di Renucci by Alfred in Bali,0,4,,Rp 5.258.073,1,['Kursi berjemur tepi kolam'],"Seminyak, Kuta"
Punyan Poh Bali Villas,0,4,,Rp 702.745,2,"['Antar-jemput bandara', 'Check-out ekspress']","Denpasar Selatan, Denpasar"
Furama Xclusive Villas & Spa,0,4,,Rp 500.000,0,[],"Abiansemal, Badung"
Uma Shanti Villa by Mahaputra,0,3,,Rp 500.000,1,['Antar-jemput bandara'],"Tampaksiring, Ubud"
B33 – Superb Seminyak Balcony Loft,0,0,,Rp 500.000,0,[],"Seminyak, Kuta"
Premier 4BR Villa just 650m from Finns Club,0,0,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Villa Jempiring,0,4,,Rp 500.000,1,['Paket proposal romantis'],"Banjar, Buleleng"
Ubud Chez Nyoman,0,3,,Rp 500.000,1,['Perpustakaan'],"Sukawati, Gianyar"
Frangipani Villa Putih at Berawa,0,3,,Rp 4.867.104,0,[],"Canggu, Kuta Utara"
808 Residence,0,3,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Gypsy Moon Bali,0,4,,Rp 500.000,0,[],"Canggu, Kuta Utara"
"Sari Gong Guest House, A Trishula Collection",0,3,,Rp 345.714,0,[],"Ubud, Gianyar"
Kuta Beach Heritage,0,4,,Rp 1.391.293,0,[],"Penebel, Tabanan"
"Tropical Designer Private Villa, 3br, Umalas",0,4,,Rp 500.000,0,[],"Umalas, Kuta Utara"
Primavera Villa,0,3,,Rp 500.000,0,[],"Selemadeg, Tabanan"
Club Bali Mirage,0,4,,Rp 500.000,0,[],"Tanjung Benoa, Nusa Dua"
Suwardika Homestay & Dormitory,0,0,,Rp 500.000,0,[],"Sanur, Bali"
Villa Bersama,0,3,,Rp 500.000,0,[],"Ungasan, Uluwatu"
Dharma Gita Guest House,0,1,,Rp 500.000,0,[],"Nusa Dua, Kuta Selatan"
Oasys Villa by Hombali,0,0,,Rp 4.951.744,2,"['Kursi berjemur', 'Dapur kecil']","Ubud, Gianyar"
Santai,0,3,,Rp 2.583.225,0,[],"Amlapura, Karangasem"
Mahanadewi Villa,0,3,,Rp 500.000,0,[],"Ubud, Gianyar"
Designer Villa Jimbaran Beach Bali,0,0,,Rp 500.000,0,[],"Jimbaran, Kuta Selatan"
Munduk Sari Garden Villas,0,3,,Rp 1.828.574,0,[],"Munduk, Buleleng"
Bayad Ubud Bali Villa,0,4,,Rp 500.000,1,['Check-out ekspress'],"Payangan, Ubud"
Hotel Alit Beach,0,2,,Rp 500.000,0,[],"Sanur, Bali"
The Umah Pandawa Hotel and Villas,0,3,,Rp 500.000,0,[],"Kutuh, Uluwatu"
Ola Homestay,0,2,,Rp 500.000,0,[],"Tabanan Kota, Tabanan"
Villa Kasturi 2,0,3,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Villa OMantra Home Bali,0,0,,Rp 1.179.678,6,"['Olah raga air', 'Winery', 'Menyelam', 'Layanan pijat', 'Teras rooftop', 'Bar']","Sukasada, Buleleng"
De Gani Villa,0,3,,Rp 1.385.836,0,[],"Seminyak, Kuta"
Villa Vokal,0,0,,Rp 500.000,3,"['Layanan pijat', 'Check-out ekspress', 'Spa']","Canggu, Kuta Utara"
Alkyfa Hotel 2,0,3,,Rp 500.000,2,"['Pengering pakaian', 'Antar-jemput bandara']","Denpasar Barat, Denpasar"
"Cicada Resort Bali Ubud, Autograph Collection",0,5,,Rp 500.000,2,"['Perpustakaan', 'Check-out ekspress']","Sebatu, Tegallalang"
Ubud Mas Glamping Luxury Tent,0,0,,Rp 3.783.973,6,"['Jacuzzi', 'Limosin/mobil', 'Penitipan anak', 'Antar-jemput bandara', 'Perpustakaan', 'Bar']","Ubud, Gianyar"
Villa Nunasari,0,4,,Rp 500.000,0,[],"Tanah Lot, Tabanan"
Alamanda Town House,0,2,,Rp 500.000,0,[],"Denpasar Selatan, Denpasar"
D'Pondok Sangaji Ricefield View by EPS,0,3,,Rp 1.942.862,0,[],"Sebatu, Tegallalang"
AMO Residences,0,5,,Rp 29.453.125,0,[],"Canggu, Kuta Utara"
Arpana Villas,0,4,,Rp 3.985.663,0,[],"Jimbaran, Kuta Selatan"
Villa Poppy,0,4,,Rp 2.898.342,0,[],"Seminyak, Kuta"
Diwangkara Beach Hotel and Resort Sanur,0,3,,Rp 500.000,6,"['Pantai privat', 'Penyewaan sepeda', 'Layanan pijat', 'Pusat kebugaran', 'Spa', 'Bar']","Sanur, Bali"
"Seres Springs Resort & Spa, Singakerta",0,5,,Rp 500.000,0,[],"Ubud, Gianyar"
Villa Pantulan,0,3,,Rp 500.000,0,[],"Ubud, Gianyar"
Beyond The Sea,0,4,,Rp 500.000,1,['Bilyar'],"Jimbaran, Kuta Selatan"
Lane House 2,0,4,,Rp 500.000,1,['Handuk pantai'],"Canggu, Kuta Utara"
Agung Pring Homestay,0,0,,Rp 500.000,2,"['Tennis', 'Check-out ekspress']","Nusa Penida, Nusa Island"
Mesari House,0,3,,Rp 500.000,0,[],"Sebatu, Tegallalang"
Villa Brolga Sanur,0,3,,Rp 500.000,0,[],"Sanur, Bali"
Villa Noam,0,3,,Rp 500.000,1,['Bilyar'],"Nusa Dua, Kuta Selatan"
"Luxury Villa in Bali near Beach, Bali Villa 2054",0,4,,Rp 500.000,1,['Jacuzzi'],"Canggu, Kuta Utara"
"Bali Villa Near the Beach, 2023",0,4,,Rp 500.000,0,[],"Kerobokan, Kuta Utara"
Bejraee Kumar Guest House Ubud,0,0,,Rp 302.015,0,[],"Ubud, Gianyar"
Villa Selikur 1,0,4,,Rp 500.000,0,[],"Seminyak, Kuta"
Sunset Coin Lembongan Cottage And Spa,0,3,,Rp 500.000,6,"['Pengering pakaian', 'Penitipan anak', 'Penyewaan sepeda', 'Antar-jemput bandara', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Nusa Lembongan, Nusa Island"
Villa La Familia Dua,0,4,,Rp 3.201.736,4,"['Tenda di tepi kolam', 'Bar pantai', 'Payung pantai', 'Kursi berjemur tepi kolam']","Canggu, Kuta Utara"
Ubud Raya Hotel,0,3,,Rp 1.672.623,2,"['Sewa mobil', 'Antar-jemput bandara']","Sayan, Ubud"
Saridevi Ecolodge Bali,0,3,,Rp 728.098,0,[],"Penebel, Tabanan"
Sunset Rooftop Villa by Betterplace,0,3,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Arca Bungalow,0,3,,Rp 500.000,0,[],"Legian, Kuta"
Balitrekk Boutique Hotel,0,2,,Rp 500.000,4,"['Pengering pakaian', 'Antar-jemput bandara', 'Area piknik', 'Bar']","Plaga, Badung"
Casa De Avisha Kerobokan,0,0,,Rp 500.000,1,['Kursi berjemur tepi kolam'],"Kerobokan, Kuta Utara"
ABISENA UBUD,0,4,,Rp 4.663.862,2,"['Spa', 'Bar']","Payangan, Ubud"
Villa SEI Uluwatu,0,4,,Rp 2.916.155,0,[],"Ungasan, Uluwatu"
Aashaya Jasri Resort,0,3,,Rp 1.342.048,0,[],"Amlapura, Karangasem"
Kropak Canggu,0,3,,Rp 2.050.740,2,"['Spa', 'Bar']","Canggu, Kuta Utara"
Seminyak Suites,0,4,,Rp 1.402.011,1,['Teras rooftop'],"Seminyak, Kuta"
Pondok Dedari Cottage,0,0,,Rp 500.000,0,[],"Sebatu, Tegallalang"
Kanadea Villa Canggu by Ini Vie Hospitality,0,4,,Rp 2.165.734,3,"['Pengering pakaian', 'Kursi berjemur', 'Dapur kecil']","Canggu, Kuta Utara"
Christel Villa by Hombali,0,4,,Rp 500.000,0,[],"Ungasan, Uluwatu"
Sunny Melati Canggu Private 3brvilla,0,3,,Rp 500.000,1,['Antar-jemput bandara'],"Canggu, Kuta Utara"
Villa Batu,0,4,,Rp 500.000,0,[],"Seminyak, Kuta"
MIID Villa Balangan,0,4,,Rp 2.161.000,1,['Teras rooftop'],"Jimbaran, Kuta Selatan"
Villa Maria Maria,0,3,,Rp 2.934.750,0,[],"Ungasan, Uluwatu"
Kusuma Abhaykta,0,0,,Rp 500.000,4,"['Aktivitas outdoor', 'Kursi berjemur', 'Penyewaan sepeda', 'Kursi berjemur tepi kolam']","Nusa Lembongan, Nusa Island"
Aditya Beach Resort,0,3,,Rp 500.000,6,"['Jacuzzi', 'Area main anak', 'Kursi berjemur pantai', 'Handuk pantai', 'Bar di kolam renang', 'Bar']","Lovina, Buleleng"
Loft Ludo 8 - Superb 1-Bdr Luxury Loft in Great Location!,0,4,,Rp 500.000,1,['Jacuzzi'],"Canggu, Kuta Utara"
Pulang Villas Pererenan by Nakula,0,0,,Rp 4.018.341,1,['Dapur kecil'],"Canggu, Kuta Utara"
Kedisan Lake View by Atharva Bali,0,3,,Rp 500.000,1,['Check-out ekspress'],"Kintamani, Bangli"
Esa Di Kubu Homestay,0,0,,Rp 266.640,1,['Aktivitas outdoor'],"Sawan, Buleleng"
Puri Panca Jaya Hotel, 7.2 ,3,(31),Rp 457.736,2,"['Sewa mobil', 'Bar di kolam renang']","Seminyak, Kuta"
The Palm Grove Villas,0,1,,Rp 1.063.817,6,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Bar di kolam renang', 'Spa', 'Bar']","Nusa Lembongan, Nusa Island"
Penginapan Gianyar, 7 ,1,(50),Rp 141.176,2,"['Sewa mobil', 'Layanan pijat']","Gianyar Kota, Gianyar"
MD Guesthouse Seminyak by Best Deals Asia Hospitality,0,3,,Rp 957.994,4,"['Sewa mobil', 'Layanan pijat', 'Antar-jemput bandara', 'Spa']","Seminyak, Kuta"
Tree House Lodge, 7.9 ,3,(50),Rp 271.255,1,['Check-out ekspress'],"Nusa Dua, Kuta Selatan"
Villa Kemala,0,5,,Rp 12.200.010,4,"['Jacuzzi', 'Penyewaan sepeda', 'Layanan pijat', 'Bilyar']","Canggu, Kuta Utara"
BliBli Villa Penestanan Ubud ,0,3,,Rp 1.777.698,6,"['Safari', 'Bersepeda atau bersepeda gunung', 'Pengering pakaian', 'Dapur kecil', 'Teras rooftop', 'Check-out ekspress']","Sayan, Ubud"
Alam Taman Villa,0,2,,Rp 648.000,1,['Bersepeda atau bersepeda gunung'],"Marga, Tabanan"
Villa Damaya,0,5,,Rp 5.700.000,6,"['Restoran show cooking', 'Winery', 'Pengering pakaian', 'Dapur kecil', 'Fasilitas bisnis', 'Bar di kolam renang']","Sanur, Bali"
Villa Lumbung, 9.4 ,3,(8),Rp 400.000,3,"['Penitipan sepeda', 'Penyewaan sepeda', 'Sewa mobil']","Tegallalang, Ubud"
Green Chaka Villa,0,4,,Rp 500.000,3,"['Penitipan sepeda', 'Sewa mobil', 'Antar-jemput bandara']","Seminyak, Kuta"
Secret Point Huts, 8.8 ,3,(43),Rp 503.839,6,"['Bar', 'Pantai privat', 'Penyewaan sepeda', 'Layanan pijat', 'Spa', 'Bar']","Nusa Ceningan, Nusa Island"
Vasanti Kuta Hotel, 8.8 ,4,(484),Rp 532.914,4,"['Layanan pijat', 'Pusat kebugaran', 'Spa', 'Bar']","Kuta, Badung"
Adiwana d’Nusa Beach Club and Resort, 9 ,4,(66),Rp 1.943.077,6,"['Banana boat', 'Jet ski', 'Snorkeling', 'Kano', 'Menyelam', 'Bar']","Nusa Lembongan, Nusa Island"
Villa Penelopy 2,0,4,,Rp 1.488.465,2,"['Jacuzzi', 'Bar']","Seminyak, Kuta"
Nyanyi Dwipa Villa,0,3,,Rp 500.000,0,[],"Tanah Lot, Tabanan"
Villa Kubu Arya,0,1,,Rp 500.000,1,['Check-out ekspress'],"Kedewatan, Ubud"
Villa Ultima at Seminyak,0,0,,Rp 500.000,2,"['Handuk pantai', 'Kursi berjemur tepi kolam']","Seminyak, Kuta"
Maya Village Bali, 7.8 ,3,(216),Rp 500.000,6,"['Klub malam', 'Bar di kolam renang', 'Payung pantai', 'Jacuzzi', 'Area piknik', 'Bar']","Kuta, Badung"
Clover House Bali,0,3,,Rp 500.000,0,[],"Ungasan, Uluwatu"
Matahari Beach Resort & Spa,0,5,,Rp 500.000,6,"['Bar pantai', 'Mandi uap', 'Pusat kebugaran', 'Lapangan tennis outdoor', 'Check-out ekspress', 'Bar']","Pemuteran, Buleleng"
Cala Blanca,0,4,,Rp 500.000,1,['Teras rooftop'],"Canggu, Kuta Utara"
Villa Moana Nusa Dua,0,3,,Rp 1.648.503,0,[],"Nusa Dua, Kuta Selatan"
Villa Passion by Alfred in Bali,0,4,,Rp 7.359.933,1,['Kursi berjemur tepi kolam'],"Seminyak, Kuta"
Berawa Townhouse 7 Villa by Hombali,0,0,,Rp 4.242.184,5,"['Pengering pakaian', 'Kursi berjemur', 'Dapur kecil', 'Teras rooftop', 'Kursi berjemur tepi kolam']","Canggu, Kuta Utara"
Sun grace Penida ,0,0,,Rp 500.000,3,"['Olah raga air', 'Snorkeling', 'Bar']","Nusa Penida, Nusa Island"
Sudaji Guest House,0,2,,Rp 500.000,0,[],"Sawan, Buleleng"
Oma in Pemuteran Bali,0,3,,Rp 461.121,4,"['Penitipan anak', 'Antar-jemput bandara', 'Payung pantai', 'Check-out ekspress']","Pemuteran, Buleleng"
Villa Indah,0,4,,Rp 500.000,0,[],"Sayan, Ubud"
XXL Seminyak Sunset Boutique Villa,0,5,,Rp 500.000,1,['Area piknik'],"Seminyak, Kuta"
Woody 3 Bed Rooms Villa with See View,0,0,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Ocean Paradise Bali,0,3,,Rp 1.559.038,0,[],"Kubutambahan, Buleleng"
Villa Santina,0,4,,Rp 3.278.545,0,[],"Pecatu, Uluwatu"
Villa Honey,0,3,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Octo 7 Villa by Hombali,0,4,,Rp 2.131.360,0,[],"Canggu, Kuta Utara"
La Résidence Anam,0,4,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Amed Sunset Beach,0,3,,Rp 500.000,3,"['Teras rooftop', 'Bar di kolam renang', 'Bar']","Amed, Karangasem"
Vicolo ArtVillas,0,3,,Rp 500.000,2,"['Payung pantai', 'Kursi berjemur tepi kolam']","Pecatu, Uluwatu"
Komala Indah I,0,2,,Rp 500.000,1,['Pengering pakaian'],"Kuta, Badung"
Songo Villa by Hombali,0,0,,Rp 500.000,0,[],"Umalas, Kuta Utara"
Super OYO Capital O  Pondok Ayu Homestay,0,0,,Rp 295.683,0,[],"Ubud, Gianyar"
Villa Kaiyo by Alfred in Bali,0,4,,Rp 8.310.191,0,[],"Pecatu, Uluwatu"
Villa Moju by Alfred in Bali,0,4,,Rp 2.333.240,1,['Kursi berjemur tepi kolam'],"Umalas, Kuta Utara"
Cantika Guest House,0,2,,Rp 500.000,0,[],"Pecatu, Uluwatu"
Villa Desa Roro Dua in Canggu,0,2,,Rp 500.000,0,[],"Canggu, Kuta Utara"
One Eleven,0,2,,Rp 500.000,1,['Antar-jemput bandara'],"Seminyak, Kuta"
Villa Oasi 3 by Alfred in Bali,0,4,,Rp 3.479.215,0,[],"Pecatu, Uluwatu"
Sonni Puteri Galeria,0,3,,Rp 500.000,0,[],"Nusa Dua, Kuta Selatan"
De Loran Hotel.,0,2,,Rp 500.000,1,['Check-out ekspress'],"Seririt, Buleleng"
Villa Jumah,0,3,,Rp 500.000,0,[],"Seminyak, Kuta"
Villa Salvatore,0,3,,Rp 500.000,0,[],"Ungasan, Uluwatu"
Adiwana Svarga Loka - Healing Resort,0,4,,Rp 1.759.378,0,[],"Sayan, Ubud"
Villa Surga,0,2,,Rp 500.000,0,[],"Seminyak, Kuta"
Karmani Villa ,0,0,,Rp 2.840.808,3,"['Olah raga air', 'Dapur kecil', 'Teras rooftop']","Tanjung Benoa, Nusa Dua"
RedDoorz near Jalan Gatot Subroto Barat Denpasar (Minimum stay 30 nights),0,2,,Rp 500.000,1,['Check-out ekspress'],"Canggu, Kuta Utara"
Sore Unit 12 Apartment by Hombali,0,0,,Rp 1.552.425,1,['Dapur kecil'],"Canggu, Kuta Utara"
X Ambara Apartment by Hombali,0,0,,Rp 1.980.888,0,[],"Umalas, Kuta Utara"
OYO 94231 Gunung Mas Homestay,0,0,,Rp 249.999,0,[],"Pemuteran, Buleleng"
The Seis Villa,0,4,,Rp 500.000,0,[],"Canggu, Kuta Utara"
Villa Capung Mas,0,4,,Rp 2.606.498,0,[],"Ubud, Gianyar"
D'Lumbung Residence, 8.3 ,0,(6),Rp 249.622,2,"['Sewa mobil', 'Layanan pijat']","Seminyak, Kuta"
Sari House,0,0,,Rp 336.786,0,[],"Ubud, Gianyar"
Villa Awan Biru,0,4,,Rp 1.736.031,2,"['Pengering pakaian', 'Penitipan anak']","Kerta, Payangan"
Royal Pool Villa Bali,0,4,,Rp 1.698.068,3,"['Area piknik', 'Spa', 'Bar']","Nusa Dua, Kuta Selatan"
Lowcost Bed & Breakfast, 8.5 ,3,(326),Rp 173.385,1,['Antar-jemput bandara'],"Jimbaran, Kuta Selatan"
Beji Hill Villa,0,5,,Rp 5.763.856,3,"['Bersepeda atau bersepeda gunung', 'Layanan pijat', 'Bilyar']","Ubud, Gianyar"
Saka Village Resort Ubud, 8.6 ,3,(65),Rp 397.719,4,"['Jacuzzi', 'Penyewaan sepeda', 'Sewa mobil', 'Antar-jemput bandara']","Sayan, Ubud"
Made Giri Homestay, 8.5 ,1,(74),Rp 239.167,6,"['Olah raga air', 'Selancar', 'Ski air', 'Jet ski', 'Kano', 'Layanan pijat']","Sanur, Bali"
Adi Santia Bungalows, 8.5 ,1,(12),Rp 123.500,1,['Penyewaan sepeda'],"Ubud, Gianyar"
Bong Hostel, 9.1 ,0,(25),Rp 235.000,0,[],"Nusa Lembongan, Nusa Island"
Double One Villa and Restaurant, 8.4 ,2,(63),Rp 474.575,6,"['Snorkeling', 'Berlayar', 'Pemancingan', 'Menyelam', 'Layanan pijat', 'Kursi berjemur tepi kolam']","Amed, Karangasem"
DiKubu Belong Seminyak, 9.2 ,0,(5),Rp 286.696,3,"['Sewa mobil', 'Dapur kecil', 'Teras rooftop']","Seminyak, Kuta"
Tirta Asri Ubud Villa,0,3,,Rp 500.000,1,['Sewa mobil'],"Payangan, Ubud"
Sura Inn, 8.4 ,1,(79),Rp 211.026,2,"['Penyewaan sepeda', 'Sewa mobil']","Monkey Forest, Ubud"
The Tandjung Cottage, 8.6 ,3,(22),Rp 765.000,0,[],"Nusa Penida, Nusa Island"
Floating Leaf Eco-Luxury Retreat,0,4,,Rp 925.867,5,"['Teras rooftop', 'Bar di kolam renang', 'Perpustakaan', 'Spa', 'Bar']","Ketewel, Keramas"
Villa Alir,0,4,,Rp 9.473.657,6,"['Banana boat', 'Ski air', 'Lapangan golf', 'Dapur kecil', 'Bilyar', 'Aksesibel bagi penyandang disabilitas']","Canggu, Kuta Utara"
Kayu Dana Bedrooms & Pool, 8.3 ,1,(66),Rp 303.364,1,['Teras rooftop'],"Sanur, Bali"
The Kuta Bagus View, 8.2 ,3,(538),Rp 259.999,1,['Bar'],"Kuta, Badung"
The Mel Homestay, 9 ,0,(235),Rp 133.080,6,"['Snorkeling', 'Berlayar', 'Pemancingan', 'Bersepeda atau bersepeda gunung', 'Menyelam', 'Layanan pijat']","Nusa Penida, Nusa Island"
Holl Villa, 8.9 ,3,(10),Rp 994.000,4,"['Jacuzzi', 'Layanan pijat', 'Dapur kecil', 'Spa']","Legian, Kuta"
Villa Manuksesa,0,0,,Rp 1.107.548,0,[],"Sawan, Buleleng"
Kasih Sayang House, 8.8 ,2,(10),Rp 119.614,6,"['Darts', 'Ruang santai', 'Bersepeda atau bersepeda gunung', 'Pengering pakaian', 'Dapur kecil', 'Bilyar']","Ubud, Gianyar"
By The Sea Villa Bali,0,4,,Rp 755.741,1,['Sewa mobil'],"Denpasar Selatan, Denpasar"
Puri Asri Bungalow, 8.8 ,1,(6),Rp 158.223,3,"['Penitipan sepeda', 'Sewa mobil', 'Layanan pijat']","Ubud, Gianyar"
The Tamarind Resort Nusa Lembongan Bali, 9.2 ,5,(6),Rp 3.329.250,4,"['Perpustakaan', 'Kursi berjemur tepi kolam', 'Spa', 'Bar']","Nusa Lembongan, Nusa Island"
Hotel Cianjur Bali, 7.9 ,1,(44),Rp 236.641,1,['Sewa mobil'],"Denpasar Timur, Denpasar"
Villa Chandra Batubelig, 7.8 ,3,(94),Rp 304.437,0,[],"Seminyak, Kuta"
Kayla Bali Villa,0,3,,Rp 500.000,1,['Bersepeda atau bersepeda gunung'],"Kerta, Payangan"
OYO 90640 Agung Kartini Villa, 6.2 ,2,(13),Rp 118.851,1,['Check-out ekspress'],"Ubud, Gianyar"
"Kelapa View, 2 Bedroom Villa, Legian",0,0,,Rp 500.000,0,[],"Legian, Kuta"
Saris Hotel Kuta, 8.6 ,4,(150),Rp 810.000,6,"['Restoran show cooking', 'Sewa mobil', 'Kursi berjemur tepi kolam', 'Check-out ekspress', 'Spa', 'Bar']","Kuta, Badung"
Puri Bali Fortuna,0,3,,Rp 500.000,1,['Dapur kecil'],"Nusa Dua, Kuta Selatan"
Villa Vaiana,0,4,,Rp 770.000,2,"['Dapur kecil', 'Check-out ekspress']","Seminyak, Kuta"
Casa Bonita Villa by Premier Hospitality Asia,0,4,,Rp 12.535.397,6,"['Pool atau Snooker', 'Jacuzzi', 'Dapur kecil', 'Pusat kebugaran', 'Bilyar', 'Check-out ekspress']","Ungasan, Uluwatu"
Villa Cinta,0,4,,Rp 500.000,0,[],"Seminyak, Kuta"
Villa Sammy,0,2,,Rp 1.608.214,2,"['Penyewaan sepeda', 'Sewa mobil']","Seminyak, Kuta"
Swara Hari Private Villa,0,4,,Rp 500.000,0,[],"Ubud, Gianyar"
Puri Dewa Bharata Hotel Jimbaran, 6.5 ,2,(14),Rp 532.593,2,"['Penyewaan sepeda', 'Sewa mobil']","Jimbaran, Kuta Selatan"
